movieId,movieName,movieRate
2113709,Lösegeld,6.6
10534312,My Little Pony: Rainbow Roadtrip,7.9
9301712,Manson: The Lost Tapes,6.6
8555260,My Killer Client,4.8
6534486,Kheer,6.4
5657658,Zoo Quest in Colour,8
5106368,Der verlorene Bruder,6.4
4871286,Seitensprung mit Freunden,5.5
4034348,Nothing to Report,8.1
3426230,Vom Fischer und seiner Frau,6.2
3424814,The Little Mermaid,6.5
2381304,Safe House,5.7
2317233,The Music Teacher,6.1
1912979,A Child's Garden of Poetry,5.9
9108266,Outside the Bubble: On the Road with Alexandra Pelosi,6.2
6433960,La mort dans l'âme,6.3
6344476,Ossan's Love,7.4
5994792,Königin der Nacht,6.6
5670836,Groomzilla,4.7
4255470,Bermuda Triangle Revealed: The Devil's Graveyards,2.9
2980612,Der Clan - Die Geschichte der Familie Wagner,6.1
2878302,Isaac Newton: The Last Magician,7.8
2632646,Gossip Girl: XO XO,8.5
2253566,Jack,6.8
2011157,Nina Satana,6.8
1659336,Nina Undercover - Agentin mit Kids,5.6
8942908,My Daughter's Ransom,5.8
8107258,Night Nurse,5.9
5969604,Surviving the Serengeti,9.4
2131450,A Night at the Movies: Merry Christmas!,7.3
2054837,Zverinjak,6.7
2011188,Pompeii: Back from the Dead,7.1
1869289,Babies Behind Bars,6.2
1664638,Die Stunde des Wolfes,4.7
6769064,Born and Missing,5.2
5147822,Der weiße Äthiopier,6.8
4647410,Hubble's Cosmic Journey,8.1
4064460,My Other Mother,6.6
3425030,Der Teufel mit den drei goldenen Haaren,6.5
2401066,Silences d'État,6.2
2268475,"Ich, Putin - Ein Portrait",5.6
1851900,Do We Really Need the Moon?,7.1
9094914,The Interrogation of Tony Martin,7.3
8337080,Web of Lies,5.3
7954000,The Neighborhood Watch,5.2
6604438,A Man for Every Month,5.4
5940466,Zoolander: Super Model,5.3
5733700,The Secret She Kept,6.8
5702314,A Deadly Dance,4.3
5082340,Im Namen meines Sohnes,6.5
4455822,L'annonce,6.5
4114478,Einstein,6.7
4034118,Seasons of Love,5.4
3696544,Ever After High: True Hearts Day,8
3515442,Weihnachten für Einsteiger,6.7
2885534,Nooit te oud,6.9
2562310,Schneeweißchen und Rosenrot,5.9
2300710,Amish: A Secret Life,7.9
2155259,Bob Ross: The Happy Painter,7.8
2150521,The Rocky Saga: Going the Distance,8.6
7313310,"Tim and Eric Awesome Show Great Job! Awesome 10 Year Anniversary Version, Great Job?",7.9
5716182,Ekisporter,6.5
4937214,Revenge Porn,4.6
4920168,Behadd,8
4518176,Isabella Rossellini's Green Porno Live,7.3
4282618,Yan di,1
3101356,Kyô no Hi wa sayonara,9.1
2296853,Against Their Will,7.3
7906266,San duo hua chun li fa,1
6969502,Get Lost!,6.5
6877032,Südstadt,6.6
6021196,The Murder of Sadie Hartley,7.2
5881414,HumanTown,4.8
5598596,12 Monkeys: Recap/Finale,8.4
3967914,The Last Secrets of 9/11,6.8
3144744,When Albums Ruled the World,7.7
1992119,Die Geisterfahrer,6.2
1919148,Das Andere Kind,5.9
8558774,When Vows Break,5
6258232,Pandora's Box,2.5
5211642,The Latin Explosion: A New America,7.3
4957218,Vertraue mir,6.3
4056490,Doctor Who: Earth Conquest - The World Tour,8.2
3979660,Journey to SummerSlam: The Destruction of the Shield,7.9
3845740,La forêt,7.2
3084336,Ohne Dich,4.7
1663896,Der kalte Himmel,6.8
1602129,The Miraculous Year,5.3
10144748,I Almost Married a Serial Killer,5.4
9424514,Victoria & Albert: The Royal Wedding,7.7
8955144,Thicker Than Water,5.8
7858840,Do or,1
7200032,Der große Rudolph,6.4
6966552,Mosquito,7.9
6039864,Der 7. Tag,6
6014258,Am Abend aller Tage,6
4132226,Our Colonial Hangover,5.7
3590770,Ziellos,7.2
3452148,Es ist alles in Ordnung,7
3246820,Komasaufen,5
3110522,Eine mörderische Entscheidung,6.6
2943952,Vicente Ferrer,6.7
2632340,How Sherlock Changed the World,7.6
2562304,Rotkäppchen,5.7
2342337,The Big Bang Theory: Access All Areas,8.1
2115291,Betty White's 90th Birthday: A Tribute to America's Golden Girl,8.4
2066871,Es ist nicht vorbei,7
1818963,Lupin the III: Chi no kokuin - eien no mermaid,6.9
9628130,BTK: A Killer Among Us,7
9420268,Kaafi Filmy,8
7529338,Nice Girls,8.9
5953880,Ninjago: Masters of Spinjitzu - Day of the Departed,7.6
5843312,Das doppelte Lottchen,6.4
4312830,"Von einem, der auszog, das Fürchten zu lernen",6.3
3708148,Blutsschwestern,5.6
3554878,World War Two: 1942 and Hitler's Soft Underbelly,7.6
3526144,Stärke 6,5.3
3140358,Nozoki Ana,6.3
2226315,The Cricklewood Greats,8.2
2166089,Punainen nauha,6.9
2158526,Paolo Borsellino - I 57 giorni,7.2
2148236,Community: Abed's Master Key,6.9
1717144,Das Kindermädchen,6
9134798,Shoelaces for Christmas,6.9
8415564,"Harvey Birdman, Attorney General",6.7
7653168,Gelukzoekers,7.1
6068338,Ostfriesenkiller,6.3
4792702,Confessions of a Serial Killer,7.1
4265880,Twilight Over Burma,7.4
3837070,Monsoon Baby,6.3
3744880,Die Schneekönigin,5.4
3391174,Ce soir je vais tuer l'assassin de mon fils,6.1
2458392,Caligula: 1400 Days of Terror,6.9
2345761,Wasurenagumo,6.7
2221859,Susan 313,5.9
2079513,hoops&yoyo Ruin Christmas,6.6
2009410,A Cross to Bear,7.7
1830509,Bon Voyage,7.2
7150268,I Shot My Parents,6.5
6357086,Maternal Instinct,5.9
5299746,Bouquetreeks De Film: Trots & Verlangen,5.9
4956916,Chuzpe - Klops braucht der Mensch!,6
3272252,Hubert und Staller - Die ins Gras beißen,7.3
2533346,Revenge: The First Chapter,8.6
2190197,Bankable,6.1
2106403,Dripping in Chocolate,6.4
1948055,Jorinde und Joringel,5.9
9386068,A Very Country Wedding,6
8863428,The Ex Next Door,6
7664414,A Year in Space,7.2
7525942,Behind the Movement,7
7345284,The Lover in the Attic: A True Story,5.7
6817296,Bigfoot Horror Camp,2.3
5357706,Royal Wives at War,6.8
4893328,Stock Option,7
4829950,Mission Pluto,6.5
4195832,"Tief durchatmen, die Familie kommt",6.4
4131470,Undercover,6.4
3416922,Hieroglyph,7
2935250,Teen Wolf: Back to the Pack,9
2677712,Richard III: The King in the Car Park,7.3
2398802,Down to the Earth's Core,8
2396722,Berthe Morisot,6.4
2374860,Die sechs Schwäne,6.3
2371300,Dangerously Delicious,7.4
2287817,Käthe Kruse,6.6
2226642,Und alle haben geschwiegen,7
1950222,Kissinger,7.5
8490100,Play,5.8
6717206,Rio Ferdinand: Being Mum and Dad,8.2
6071476,Building Star Trek,6.7
5372500,Challenger Disaster: Lost Tapes,7.7
4254516,Götz von Berlichingen,4.9
2641868,SPEC: Zero,6.6
2210427,Alles Chefsache!,6.9
1778259,Föhnlage. Ein Alpenkrimi,6
8574290,The Girl in the Bathtub,6.3
7687082,Killer Ending,4.3
6692588,Bedroom Eyes,5
5935392,Bad Dad Rehab,7.3
5242380,Die Stille danach,6.5
5226220,Tremors,7.6
4862864,Für eine Nacht... und immer?,6.4
4479822,Zum Sterben zu früh,6.8
4235476,The Red Dress,4.5
4216874,Glückskind,6.3
4065260,The Fright Night Files,5.8
3749016,München Mord - Die Hölle bin ich,7.2
2363459,Nazi Titanic,7.1
2270896,Tödliche Versuchung,6.6
1799148,WikiLeaks: Enquête sur un contre-pouvoir,6.7
1778231,Schreie der Vergessenen,5.3
10920662,What Happened on September 11,6.2
9247926,After the Storm,5.9
5060770,Toe Tag Parole: To Live and Die on Yard A,6.6
4903556,The Mega Brothel,6.5
4614136,Besser als Du,6.1
4198784,Les blessures de l'île,6.4
3792220,Glasgow Girls,6.6
3492568,Bouwdorp,6.5
3300610,How I Met Your Dad,5.4
9435400,100 Vaginas,6.1
7321252,"Marianne Faithfull, fleur d'âme",6.5
6203802,I Trumpland med Filip & Fredrik,6.4
5978884,Big Manni,6.6
5307134,The Midwife 2,6.3
5284240,Die Salzprinzessin,6.2
5152264,Neanderthal Apocalypse,7.1
3483758,Community: Miracle on Jeff's Street,7.4
3297484,Tiefe Wunden,6.6
2999528,Die Toten von Hameln,5.9
1869235,3D Safari: Africa,7
1857758,L'infiltré,6.8
10371014,The Bobby DeBarge Story,5.7
9072218,A Lover Scorned,5.6
5657452,Hope,6.4
5219198,Isis: The British Women Supporters Unveiled,6.3
4942332,Das Dorf des Schweigens,5.9
4652128,Ungodly Acts,4.7
4026336,The Secret Life of Cats,7.9
3611304,Ever After High-Legacy Day: A Tale of Two Tales,7.8
3343292,"Prim, el asesinato de la calle del Turco",6.8
3040844,Seegrund. Ein Kluftingerkrimi,6
2383446,The Cat in the Hat Knows a Lot About Christmas!,5.3
2051901,Im falschen Leben,5.3
9265508,Mein Freund das Ekel,7
8717732,"Les Bleus 2018, au coeur de l'épopée russe",6.8
7317000,Le cinéma dans l'oeil de Magnum,7.4
4952982,My Best Friend,5.4
4356698,The IT Crowd Manual,7.1
4160176,L Word Mississippi: Hate the Sin,6.8
3773058,The Duchess of Malfi,7.5
3337156,Das Lächeln der Frauen,6
3331044,Puolin ja toisin,4.6
3206832,Sommer in Rom,5.4
2892340,Angeli,5.5
2837704,Eine unbeliebte Frau,5.7
2172049,Santa Barbara,7.6
2004343,Seven Wonders of the Buddhist World,7.7
1814793,Micimutr,4.6
9471730,"Sergio Leone, une Amérique de légende",6.9
9344200,Killer Vacation,5.6
6492056,Legend of the Naked Ghost,2.4
6027602,Man Like Mobeen,7.7
5540944,Le Temps d'Anna,6.8
4417392,The Secret World of Lewis Carroll,6.5
3156578,Der Fall Harry Wörz,7.4
2675988,Woyzeck,6
2255474,Yi Wang,7.6
2189386,"Mann kann, Frau erst recht",6.5
2170273,Alleingang,6.8
2166117,Sexy Assassins,6.2
1813773,À la maison pour Noël,7.3
1813561,Pixar: 25 Magic Moments,7.7
1087470,The Prince,6.2
10720098,Alternate Endings: Six New Ways to Die in America,7.6
10082950,Identity Theft of a Cheerleader,6.7
8171080,Sins and Seduction,5
7726120,Tod eines Mädchens 2: Die verschwundene Familie,6.4
7158130,Resolve,8.3
6903296,Above and Beyond: NASA's Journey to Tomorrow,8.1
6509214,An American Girl Story: Ivy & Julie 1976 - A Happy Balance,6.8
6239694,Der Sohn,5.8
6060234,A Midsummer's Hawaiian Dream,4.8
5229466,Moving Art: Waterfalls,8.2
5012382,Twinfruit - Die Dose muss menschlich werden,6.6
4941698,Crash Test: With Rob Huebel and Paul Scheer,7.2
3895490,Für immer ein Mörder - Der Fall Ritter,6.9
3638690,Wir tun es für Geld,6.1
2796278,40 Year Old Virgins,5.6
2706554,Hatfields & McCoys,7.2
9065432,"Jacqueline Sauvage, c'était lui ou moi",6.8
8225174,Boris Becker: Der Spieler,6.3
7422580,Révolution VHS,6.9
7200890,Princess Diana: Tragedy or Treason?,7
5863754,Tuer un homme,6.2
5653076,Volltreffer,5.8
5323648,Prinses Op De Erwt: een modern sprookje,5.6
4599622,Churchill's First World War,7.2
4355524,Der Kotzbrocken,6
3400916,Saikô no Rikon: Special,8.2
3122078,Lupin III: Princess of the Breeze,6.5
3084316,Ein Schnitzel für alle,6.5
2944160,The Last Days of Anne Boleyn,7.3
2511608,From the Sea to the Land Beyond,8.1
1961631,Tsunami - Das Leben danach,5.4
1866281,To the Mat,5.6
1840937,Rookie - Fast platt,2.6
1838700,The Ideal Husband,4.6
1803202,Restrisiko,6.1
1700457,Das Mädchen auf dem Meeresgrund,6
9760514,Der Auftrag,6
9077944,Kulenkampffs Schuhe,8.2
7792316,"Alan Partridge: Why, When, Where, How and Whom?",7.4
6581290,Meine fremde Freundin,6.5
6046160,Horizon,7
4432418,Lea,6.6
3974202,My Online Bride,5.9
3595064,Once Upon a Time: Wicked Is Coming,8.9
3573362,Atomic Hotel Erotica,6.2
3396604,Henry VII: Winter King,6.9
3291738,The Who: The Making of Tommy,7.4
3163574,Hitler's Secret Attack on America,5.6
2806964,Pompeii: The Mystery of the People Frozen in Time,7.3
2040518,Stephen Fry's 100 Greatest Gadgets,6.5
1856695,Freilaufende Männer,5.7
1852134,The Man Who 'Almost' Cycled the World,5.7
8106284,O.J. Simpson: The Lost Confession?,6.8
6085148,Verliebt in Amsterdam,6.8
5667278,Washed Away,5.1
5641150,Death Row Dogs,2.9
5613498,The People Next Door,6.7
5017326,Die Udo Honig Story,5.1
3607570,Strippers,5.9
3394948,Un fils,6.4
3143414,Non è mai troppo tardi,7.5
2945578,Spores,4.3
2838984,The Security Men,6.1
2318647,Real Fear: The Truth Behind the Movies,5.5
2062657,Sunshine Sketches of a Little Town,7.5
1774667,Vivace,5.5
10452066,The Wrong Mommy,5.7
9266486,Pride & Prejudice: Atlanta,6.2
8069260,I gefsi tis agapis,6.5
6690910,Stage Fright,4.3
6070354,Die Ketzerbraut,5
5769002,"Marion, 13 ans pour toujours",7
5178290,The Pilgrims,7.3
5088010,"Hilfe, wir sind offline!",5.7
4984738,Do Not Disturb,6.2
4641788,Begi!,7
4305972,Siebenschön,6.3
3751626,Die Staatsaffäre,3.8
3556754,Bhalobasha 101,7
2858210,Die letzte Instanz,6.5
2772026,Kückückskind,5.1
2369283,Sex for Sale: American Escort,5.9
2301259,Untitled Martin Lawrence Project,7.4
2277274,Sluzhu Sovetskomu Soyuzu!,2.2
2223920,Ein Jahr nach morgen,6.2
2158557,JFK: The Lost Bullet,6.3
1683403,Blijf!,6.2
9667876,My Mother's Killer Boyfriend,5.1
8516544,Muse,5.7
8438836,Master of the Shadowless Kick: Wong Kei-Ying,5.5
7775394,Judi Dench: My Passion for Trees,8
7350886,Kruso,5.8
7227948,Persona 5 the Animation: The Day Breakers,7.4
6268412,Promises and Lies: The Story of UB40,6.9
6054560,Traveling the Stars: Ancient Aliens with Action Bronson and Friends - 420 Special,8.3
5426060,Pretty Little Dead Girl,5.1
4794374,Een goed leven,7.1
4370538,Birthday,6.4
3953206,Sanctuaire,6.4
2620974,Grenzgang,6.7
2316561,Dangerous Remedy,7.1
2004309,Norway Massacre: The Killer's Mind,6.3
9815596,The Killer Next Door,5.2
9280680,Saat des Terrors,5.5
8452534,The Last Days of Michael Jackson,3.5
7922834,Deadly Runway,5.2
6668484,Onnyo basanto,8.8
6329904,Mr. Neighbor's House,7.4
6142740,Pope vs. Hitler,6.9
6119048,An American Girl Story: Maryellen 1955 - Extraordinary Christmas,7.1
6103554,Vers un monde altruiste?,7.4
5458784,Behold the Monkey,7.7
5170710,A Baby for Christmas,6.3
5106392,Das Mädchen aus dem Totenmoor,6.6
5082916,Die weiße Schlange,6.2
4598084,Seit du da bist,6.4
4170852,Footsteps in the Snow,7.4
3688330,Where's the Love?,6.2
3439092,Die goldene Gans,6.6
3305746,Les déferlantes,6.7
2526574,Sex Tapes,5.9
2525618,Voyager: To the Final Frontier,8.2
2459568,Hitler's Escape,6.5
2431232,Human Lampshade: A Holocaust Mystery,3.6
2165955,Lumihiutalemuodostelma,6.6
1877694,Field of Vision,8.1
1777591,Sexual Witchcraft,5.7
8020616,"Buster Keaton, the Genius Destroyed by Hollywood",7
6431766,Herrgott für Anfänger,6.7
5975900,Der König von Berlin,5.7
5654840,The Real MVP: The Wanda Durant Story,6.8
5518058,Eyewitness,5.5
4997640,Lang zi dan fei,1
3266934,Clara Immerwahr,6.3
3126804,"Mein Mann, ein Mörder",5.6
3054590,Der letzte Kronzeuge,6.4
2998272,Filthy,6.2
2701262,L'escalier de fer,6.5
2039359,Jingle All the Way,7.8
2000436,Tripura,9.1
1977037,La certosa di Parma,6.4
1789683,Akai yubi,7
10621420,The Left Behind,6.5
9159182,The Hocus Pocus 25th Anniversary Halloween Bash,7.3
8780234,Betty White: First Lady of Television,8.1
7806518,The Story of Our Times,8.3
7658482,Kill Skills,6.6
7061050,The Ultimate Guide to Penny Pinching,5.1
6144120,Paranormal Sexperiments,6.4
6009220,Willkommen bei den Honeckers,5.8
5614070,Second Sight,6.7
5430190,The Day Hitler Died,6.8
5308054,Wir sind die Rosinskis,6.1
4202972,"La loi, le combat d'une femme pour toutes les femmes",6.5
3361702,All I Want for Christmas,5.7
3198640,Wer hat Angst vorm weißen Mann?,6.4
1933522,When Aliens Attack,5.2
1909762,Ein Sommer in Paris,5.1
1854538,Hiver rouge,6.2
1833040,Mister Bob,6.9
9047392,A Christmas Village,4.9
7344682,Bobbi Kristina,5.8
5656892,Aliens: The Big Think,7
5188426,Aranyélet: Making of,8.9
4367556,Prisoner Number A26188: Henia Bryer,7.9
4173314,Palace Beach Hotel,6.5
3886950,Rich Hall's California Stars,7.9
3562100,Zorn - Tod und Regen,6.2
2783308,The Kick,7.2
2656440,Immaturity for Charity,8.5
2353945,Die Tote ohne Alibi,6.6
2294731,"Meine Tochter, ihr Freund und ich",6
2274520,The Toilet: An Unspoken History,7
2156633,A Game of Honor,8.4
2134036,A Very Pink Christmas,6.5
1825722,Come un delfino,7.2
1820565,Novogodnie svaty,5.9
9464426,A Mother on the Edge,5.8
8215582,Vic & Bob's Big Night Out,7.3
7747332,Sieben Stunden,6.1
7664388,Brüder,6.9
6982626,Nejlepsí prítel,6.4
6535968,Tom Waits: Tales from a Cracked Jukebox,7.1
6316724,In arte Nino,7.2
5465036,Telescope,7.9
5421772,Der Clown,7.9
4966912,Jamie's Sugar Rush,7.3
4303682,Rik Mayall: Lord of Misrule,7.5
4133090,Stille Nächte,6.4
3806680,Vrij,7.7
2608220,The Vatican,6.9
2385066,Der Teufel von Mailand,5
2309034,Ladies' Man: A Made Movie,7.2
2251253,Clinton,7.3
2229107,Die Braut im Schnee,6.3
1885256,Fragments: Surviving Pieces of Lost Films,7.7
1816049,Valparaiso,6.5
1524537,Gottes mächtige Dienerin,5.9
8599904,Bist du glücklich?,6.8
6652082,De aflossing,6
6519296,Frankie Boyle's American Autopsy,7.1
6181926,Trumpland,6
6073708,Chuan liu zhi dao,6.7
5934718,Pravý rytír,4.7
4306002,Sechse kommen durch die ganze Welt,6.2
4298294,Die Frau mit einem Schuh,6.4
4082090,Brief an mein Leben,6.1
3704536,Eine Liebe für den Frieden - Bertha von Suttner und Alfred Nobel,6.7
3532268,Der Fall Bruckner,7.2
3421214,La clinique du docteur Blanche,6.6
3175424,Lumiere's First Picture Shows,7.6
2873628,Nichts für Feiglinge,6.6
2785998,Counterfeit Culture,7.5
2706400,Pleasure Spa,6.4
2438634,Lupin the III: Another Page,7
2328789,"The Making of Bloodhounds, Inc.",9.2
2187262,Michael Jackson: The Immortal World Tour,8.4
2154715,Tajemství staré bambitky,6.9
2128494,"Louis XVI, l'homme qui ne voulait pas être roi",6.5
1866116,Blood Brothers,6.5
1795646,Rottmann schlägt zurück,6
9345258,Ostfriesenblut,6.6
9203202,First Impression,5.4
6982858,Bill Cosby: Fall of an American Icon,6.6
6968652,Illicit Desire,4.8
6597544,Eine Braut kommt selten allein,5.9
5861136,La llum d'Elna,6.8
5757504,Hidden Killers of the Post-War Home,7.5
5366550,Qui sème l'amour...,5.8
5062646,Svatojánský venecek,5
4835908,David Attenborough Meets President Obama,7.8
4790094,Superhirn im Federkleid - Kluge Vögel im Duell,8.2
4304382,Caligula with Mary Beard,7.3
4264544,Marry Us for Christmas,6.7
4103306,Battle of Kings: Bannockburn,5.2
3659274,Glad All Over: The Dave Clark Five and Beyond,7
3312232,Hattinger und die kalte Hand - Ein Chiemseekrimi,6.5
3264982,Glickman,7.4
3203652,Genie in a Bikini,4.5
2590778,Emmanuelle Through Time: Emmanuelle's Supernatural Sexual Activity,6.6
2372296,Kindaichi shônen no jikenbo: Hong Kong Kowloon zaihô satsujin jiken,6.1
2075141,Comme chez soi,6.2
2032474,Journey Into Dyslexia,6.6
1767321,Kehrtwende,6.8
8912280,Starbucks sans filtre,7.2
8351278,Nightmare Best Friend,5.1
6979752,Prince Philip: The Plot to Make a King,7.1
6721710,La bête curieuse,6.6
6158624,Shakal,7.2
5842412,The Sacred City,8.1
5675082,Emma nach Mitternacht - Der Wolf und die sieben Geiseln,6.9
5641828,Treblinka's Last Witness,8
5376030,L'Algérie vue du ciel,8.9
5089408,Professor Branestawm Returns,6.1
5075490,The Wilding,4.7
4733142,Der Prinz im Bärenfell,6.7
4486272,Das goldene Ufer,6.4
4024076,The Order: First Degree,7.1
3962816,Venus and Mars,6.6
3108238,16 über Nacht!,6.2
2874334,Once Upon a Time: The Price of Magic,8.2
2542664,Exit,7.6
2147283,"Fast Freddie, the Widow and Me",6.4
2053335,Bin Laden: Shoot to Kill,7.4
1922611,Give It Up for Greg Giraldo,8.2
9251326,Deadly Influencer,5.2
9047382,Killer Reputation,4.8
8587080,Amokspiel,5.6
7362252,Un adultère,6.5
7130110,Deadly Attraction,5.2
6848352,Das Nebelhaus,5.2
6847216,Meet the Donors: Does Money Talk?,6.6
5317606,The Game of Love,4.1
5261562,Der mit dem Schlag,6.1
5058240,Jean-Michel Jarre: A Journey Into Sound,7.1
4815240,Campus Caller,4.7
4451512,Die siebte Stunde,5.7
4242078,Správnej Dres,5.4
4024520,"Le ventre, notre deuxième cerveau",7
3861126,Bez stepenika,7.6
3822614,The Girl Who Talked to Dolphins,7.2
3820374,Die reichen Leichen. Ein Starnbergkrimi,6.5
3593376,Agnetha: Abba & After,7.3
2823534,Bangers & Gàsh,5.8
2172556,Die wahre Miss Marple - Der kuriose Fall Margaret Rutherford,7
2066862,"Die Schatten, die dich holen",5.3
2011356,Vast,7.7
1967481,Dans la peau d'une grande,6.3
1839556,Manon Lescaut,6.3
1833021,Les robins des pauvres,6.9
1663214,Tilda,6.3
10437220,The Wrong Cheerleader,5.3
10161552,Tout Contre Elle,5.7
8947352,Deadly Shores,4.8
8512310,Kouzelník Zito,3.7
8375970,Roberto Saviano: Uno scrittore sotto scorta,7.1
7225352,Nichts zu verlieren,6.8
6991750,"Lord Lucan: My Husband, the Truth",6.6
6359828,Wild Tales from the Village,8.7
5880008,Der gute Bulle,5.8
5584006,Die Firma dankt,6.1
4559724,Nussknacker und Mausekönig,5.8
4267610,Slash: Raised on the Sunset Strip,7
3573178,Pilules bleues,7.2
3458362,Marthaler - Partitur des Todes,7.1
2796658,After Life: The Strange Science of Decay,8.2
2711748,Broadway Musicals: A Jewish Legacy,8
2624214,Die Kronzeugin - Mord in den Bergen,6.5
2517798,Großer Mann ganz klein!,6.3
2502576,Live is Life - Der Himmel soll warten,6
2370006,Heiraten ist auch keine Lösung,5.3
2369722,Idris Elba's How Clubbing Changed the World,7.8
2327607,Tod einer Brieftaube,6.8
2261303,Beauty and the Beast: A Dark Tale,7
2129994,Der Eisenhans,5.5
1966397,Davon willst Du nichts wissen,6.3
9552908,Semi-Detached,6.6
9345604,Ostfriesensünde,6.1
8027036,Die Affäre Borgward,6.8
7658836,Hit Mom: Mörderische Weihnachten,6.1
6500208,Steirerkind,6.8
6487368,"München Mord - Auf der Straße, nachts, allein",6.8
6474968,Landkrimi: Drachenjungfrau,6.6
5530206,Drei Väter sind besser als keiner,5.7
5293222,Mörderische Stille,5.2
5256642,I'm Not in Love: The Story of 10cc,7.1
4963290,Foodshow,7.5
4851682,Anderst schön,6.6
4686550,Teresa,6.5
4169404,CKY the Greatest Hits,7.5
3687762,La boule noire,6.4
3465600,Top 10 Natural Disasters,6.7
3355064,La disparue du Pyla,6
3145582,Eine verhängnisvolle Nacht,6.4
2376972,Blonder als die Polizei erlaubt,5.5
2361252,Jedes Jahr im Juni,6.3
2352294,Tod in den Bergen,6.5
2342189,Le déclin de l'empire masculin,4.5
2302491,40 Minutes of Hell,7.1
2087738,Die lange Welle hinterm Kiel,5.2
2079478,"Brassens, la mauvaise réputation",6.3
2069080,Sutekina kakushi dori -kanzen muketsu no concierge-,6.3
2054802,QI Genesis,7.7
1959448,Lady Gaga: Inside the Outside,8
1943870,When Aliens Attack,5
1935316,William and Kate: A Fairytale Romance,5.4
1884407,Runnin' Rebels of UNLV,7.2
8925724,Married to a Paedophile,6.6
7784468,Harter Brocken: Der Bankraub,6.8
6964172,Kittenhood,6.9
6881456,Das deutsche Kind,6.1
6800968,Michael Jackson: Man in the Mirror,7.2
6519652,Tödliche Geheimnisse - Jagd in Kapstadt,6.2
6293750,Angst,6.8
6243722,Merry Ex-Mas,6.1
5586110,1000 Mexikaner,5.3
4742790,Rush Hour 4: Face/Off 2,6.5
4070022,Glaz Bozhiy,8.1
3697210,GameFace,8.7
3604984,Les fusillés,6.6
3562162,Der Rücktritt,5.7
2838946,The Life After Death Project,7.3
2625082,Neil Armstrong: First Man on the Moon,8.2
2400760,Secret Lives of Husbands and Wives,6.3
2395195,Du bist dran,6.5
2364941,Titanic: The Aftermath,7.6
2338385,Was machen Frauen morgens um halb vier?,5.5
2186885,Les mains de Roxana,5.8
2066908,Lang zal ze leven,7
446672,The Corrections,7.1
7712978,John Mellencamp: Plain Spoken Live from The Chicago Theatre,6.8
7637842,Schattengrund,4.9
7616890,"Angry, White and American",6.3
7163350,Kayip Inci,6.6
6421116,Life in the Blue,7.5
6011806,Tales of Zestiria: Dawn of the Shepherd,7.7
5945622,Harter Brocken 2: Die Kronzeugin,7.6
5687038,L'Inconnu de Brocéliande,6
5589756,Our Queen at Ninety,7.6
5579600,Die Kinder der Villa Emma,6.3
5518114,Die Toten von Salzburg,6.7
5478186,Der Hodscha und die Piepenkötter,6.4
5076258,Reich oder tot,6.1
3338170,Hafen der Düfte,4.4
3336600,Kleine Schiffe,6.1
3142260,Bleu catacombes,6.4
3122378,Snow Babies,7.7
2605280,Stastný smolar,6.7
2460444,The Bachelorette: Ashley and JP's Wedding,5.4
2319821,Die Holzbaronin,6.5
2123282,Naughty Reunion,5.9
9021104,Inside Lehman Brothers,6.6
8232700,"R Kelly: Sex, Girls and Videotapes",6.5
7530988,Springfield of Dreams: The Legend of Homer Simpson,8
5304248,Rome's Invisible City,7.3
5253074,Humanity from Space,7.6
5082268,Ein großer Aufbruch,7.3
5053474,In der Falle,5.8
4878714,Love You to Death,5.1
4583386,Weihnachts-Männer,5.8
4295982,Das kalte Herz,6.3
3838580,Pietro Mennea: La freccia del Sud,6.9
3746948,7 Little Johnstons,6.9
3644604,Begierde - Mord im Zeichen des Zen,5.3
3542218,Elvis Costello: Mystery Dance,6.8
3317546,"Bardot, la méprise",6.3
3228800,Mordsfreunde,6.1
3093780,Gestern waren wir Fremde,5.9
3035506,The Murder Trial,7.6
2431682,Online - Meine Tochter in Gefahr,5.9
2320072,Mich gibt's nur zweimal,5
2201289,Wonder Girls,7.1
2110386,"1, 2, 3, voleurs",5.4
2055662,La joie de vivre,6.9
2014262,Kaibutsu-kun: Episode 0,9
1909728,Alice's Adventures in Wonderland,8.3
10064336,Gegen die Angst,6.4
9187222,The Sisterhood,7
8487620,The Jeremy Thorpe Scandal,7
8043652,Asesinato en la Universidad,6
7664228,Guy Martin WW1 Tank,7.3
7000652,The Dark Files,6.1
6424560,Endabrechnung,6.8
6288394,"Das singende, klingende Bäumchen",6.4
6033878,Ein Kommissar kehrt zurück,7.1
5684728,Attenborough at 90: Behind the Lens,7.7
5629150,Frankie Boyle's Election Autopsy,7.2
5545622,Box 27,6.4
5278162,Secrets of the Mona Lisa,7
5123442,"Flic, tout simplement",6.4
4483976,Der Metzger und der Tote im Haifischbecken,6.5
4265768,Every Witch Way: Spellbound,6.5
4126454,My Brother's Bomber,6.9
3425384,Mona kriegt ein Baby,6
3063176,Fancy Pants,7.1
3046042,Keine Zeit für Träume,6.6
2967222,Tod an der Ostsee,6.3
2404589,In der Überzahl,6.5
2375284,Zappelphilipp,6.6
2187177,Vnezemnoy,6.9
1969179,Vater Mutter Mörder,6.5
1969126,Secrets of SEAL Team Six,7.4
1861454,Ti amo troppo per dirtelo,6.1
1764729,Vakantie in eigen land,6.7
1675292,Geister: All Inclusive,5.3
10234048,The Cheerleader Escort,6
